loanid,loaner_name,product_amount,loan_rate,loan_term,tender_name,amount,level_name,level_value,end_time,tender_time,id,url,tender_count
20500366,pdu18060514,10005,18,12,pdu10178077,54,B,4,2016/9/22,2016/9/22 5:39,5088557,http://invest.ppdai.com/loan/info?id=20500366,88
20500366,pdu18060514,10005,18,12,pdu18418626,102,B,4,2016/9/22,2016/9/22 5:40,5088542,http://invest.ppdai.com/loan/info?id=20500366,88
20500488,pdu8154275861,4000,12,12,pdu04484441,106,AA,2,2016/9/22,2016/9/22 6:08,5088494,http://invest.ppdai.com/loan/info?id=20500488,6
20500507,pdu42381176,3000,20,12,Rainbow12mu076,65,C,5,2016/9/22,2016/9/22 5:50,5088438,http://invest.ppdai.com/loan/info?id=20500507,16
20500511,pdu7122008470,1300,20,12,zrainbow014,600,C,5,2016/9/22,2016/9/22 7:10,5088429,http://invest.ppdai.com/loan/info?id=20500511,4
20500512,pdu6216750835,9000,20,12,szyxgzq,50,C,5,2016/9/22,2016/9/22 7:01,5088421,http://invest.ppdai.com/loan/info?id=20500512,32
20500522,pdu8006403843,6000,12,12,hhxd_touzi,6000,AA,2,2016/9/23,2016/9/23 17:44,999481,http://invest.ppdai.com/loan/info?id=20500522,1
20500530,pdu6412220104,4000,22,12,pdu45030461,51,D,6,2016/9/22,2016/9/22 6:35,5088380,http://invest.ppdai.com/loan/info?id=20500530,26
20500530,pdu6412220104,4000,22,12,pdu45055175,60,D,6,2016/9/22,2016/9/22 6:33,5088384,http://invest.ppdai.com/loan/info?id=20500530,26
20500533,rong8276418,7200,18,6,lianyoupin,50,B,4,2016/9/22,2016/9/22 7:14,5088304,http://invest.ppdai.com/loan/info?id=20500533,56
20500533,rong8276418,7200,18,6,pdu11537337,100,B,4,2016/9/22,2016/9/22 6:47,5088340,http://invest.ppdai.com/loan/info?id=20500533,56
20500548,pdu8071866618,4000,12,12,pdu61620050,200,AA,2,2016/9/22,2016/9/22 19:01,5088284,http://invest.ppdai.com/loan/info?id=20500548,12
20500553,pdu3130585545,2500,10.5,3,linjo881127,200,AA,2,2016/9/22,2016/9/22 6:33,5088258,http://invest.ppdai.com/loan/info?id=20500553,9
20500575,pdu2763460331,1743,22,12,pdu0720457270,50,D,6,2016/9/22,2016/9/22 7:07,5088196,http://invest.ppdai.com/loan/info?id=20500575,28
20500585,pdu4268267862,1000,22,12,pdu6817873616,80,D,6,2016/9/22,2016/9/22 6:37,5088193,http://invest.ppdai.com/loan/info?id=20500585,9
20500591,pdu0011058278,700,35.989,0.933,ccdwbm,700,D,6,2016/9/22,2016/9/22 6:31,999412,http://invest.ppdai.com/loan/info?id=20500591,1
20500593,pdu4685153066,9000,20,6,jamesmike,20,D,6,2016/9/22,2016/9/22 5:51,5088146,http://invest.ppdai.com/loan/info?id=20500593,79
20500593,pdu4685153066,9000,20,6,pdu1138233787,50,D,6,2016/9/22,2016/9/22 5:58,5088137,http://invest.ppdai.com/loan/info?id=20500593,79
20500593,pdu4685153066,9000,20,6,pdu26782126,20,D,6,2016/9/22,2016/9/22 5:51,5088154,http://invest.ppdai.com/loan/info?id=20500593,79
20500593,pdu4685153066,9000,20,6,pdu68136644,55,D,6,2016/9/22,2016/9/22 5:52,5088141,http://invest.ppdai.com/loan/info?id=20500593,79
20500630,pdu8486466821,2500,22,12,pdu6764811801,50,D,6,2016/9/23,2016/9/23 17:09,5088071,http://invest.ppdai.com/loan/info?id=20500630,36
20500641,pdu2118536704,3000,18,12,pdu1376840245,60,B,4,2016/9/22,2016/9/22 6:53,5088018,http://invest.ppdai.com/loan/info?id=20500641,19
20500688,pdu4703053803,1100,35.989,0.7,ccdwbm,1100,D,6,2016/9/22,2016/9/22 7:01,999315,http://invest.ppdai.com/loan/info?id=20500688,1
20500696,pdu6146820520,659,20,6,pdu04004648,50,C,5,2016/9/22,2016/9/22 6:37,5087995,http://invest.ppdai.com/loan/info?id=20500696,9
20500703,pdu4817583106,2500,12,12,fyzhu581602,54,AA,2,2016/9/22,2016/9/22 17:34,5087990,http://invest.ppdai.com/loan/info?id=20500703,14
20500718,pdu71436316,7785,20,6,pdu2048786540,20,D,6,2016/9/22,2016/9/22 6:06,5087936,http://invest.ppdai.com/loan/info?id=20500718,83
20500718,pdu71436316,7785,20,6,pdu45138254,59,D,6,2016/9/22,2016/9/22 6:26,5087889,http://invest.ppdai.com/loan/info?id=20500718,83
20500718,pdu71436316,7785,20,6,pdu6748326023,20,D,6,2016/9/22,2016/9/22 6:15,5087906,http://invest.ppdai.com/loan/info?id=20500718,83
20500725,pdu80854176,3782,16,3,pdu41650841,115,A,3,2016/9/22,2016/9/22 5:53,5087869,http://invest.ppdai.com/loan/info?id=20500725,51
20500758,pdu65641217,2068,20,6,chenminbd,90,C,5,2016/9/22,2016/9/22 6:04,5087779,http://invest.ppdai.com/loan/info?id=20500758,17
20500758,pdu65641217,2068,20,6,pdu6817873616,80,C,5,2016/9/22,2016/9/22 6:01,5087788,http://invest.ppdai.com/loan/info?id=20500758,17
20500779,pdu0561520861,4600,12,12,kimaway,200,AA,2,2016/9/29,2016/9/29 8:14,5087668,http://invest.ppdai.com/loan/info?id=20500779,24
20500779,pdu0561520861,4600,12,12,pdu3416505600,20,AA,2,2016/9/29,2016/9/29 8:47,5087652,http://invest.ppdai.com/loan/info?id=20500779,24
20500779,pdu0561520861,4600,12,12,redrosered,50,AA,2,2016/9/29,2016/9/29 7:59,5087669,http://invest.ppdai.com/loan/info?id=20500779,24
20500785,pdu0823315004,4500,22,12,pdu6376286573,50,D,6,2016/9/22,2016/9/22 7:07,5087624,http://invest.ppdai.com/loan/info?id=20500785,80
20500785,pdu0823315004,4500,22,12,pdu6707117316,50,D,6,2016/9/22,2016/9/22 7:07,5087589,http://invest.ppdai.com/loan/info?id=20500785,80
20500794,pdu5430111545,8500,20,9,pdu1565847232,105,C,5,2016/9/22,2016/9/22 14:44,5087551,http://invest.ppdai.com/loan/info?id=20500794,52
20500794,pdu5430111545,8500,20,9,pdu50332748,300,C,5,2016/9/22,2016/9/22 14:44,5087534,http://invest.ppdai.com/loan/info?id=20500794,52
20500794,pdu5430111545,8500,20,9,pdu6327532814,70,C,5,2016/9/22,2016/9/22 14:45,5087515,http://invest.ppdai.com/loan/info?id=20500794,52
20500803,pdu8384460581,7000,22,12,davidliu66,100,D,6,2016/9/23,2016/9/23 19:31,5087480,http://invest.ppdai.com/loan/info?id=20500803,88
20500803,pdu8384460581,7000,22,12,pdu0506783085,100,D,6,2016/9/23,2016/9/23 21:55,5087438,http://invest.ppdai.com/loan/info?id=20500803,88
20500912,pdu41448251,3010,18,12,pdu40120560,53,B,4,2016/9/22,2016/9/22 5:58,5087332,http://invest.ppdai.com/loan/info?id=20500912,40
20500912,pdu41448251,3010,18,12,pdu77177084,300,B,4,2016/9/22,2016/9/22 5:58,5087344,http://invest.ppdai.com/loan/info?id=20500912,40
20500919,pdu8183226606,4575,22,12,pdu20167683,53,D,6,2016/9/22,2016/9/22 6:35,5087285,http://invest.ppdai.com/loan/info?id=20500919,46
20500920,pdu0710864234,3347,20,12,pdu47402212,61,C,5,2016/9/22,2016/9/22 6:00,5087253,http://invest.ppdai.com/loan/info?id=20500920,36
20500921,pdu3216316332,8000,22,12,Jackhong728,20,D,6,2016/9/22,2016/9/22 6:59,5087214,http://invest.ppdai.com/loan/info?id=20500921,71
20500921,pdu3216316332,8000,22,12,migrant620,50,D,6,2016/9/22,2016/9/22 7:08,5087176,http://invest.ppdai.com/loan/info?id=20500921,71
20500921,pdu3216316332,8000,22,12,pdu47564675,53,D,6,2016/9/22,2016/9/22 6:51,5087219,http://invest.ppdai.com/loan/info?id=20500921,71
20500921,pdu3216316332,8000,22,12,pdu70538781,20,D,6,2016/9/22,2016/9/22 7:08,5087167,http://invest.ppdai.com/loan/info?id=20500921,71
20500921,pdu3216316332,8000,22,12,sunny830709,100,D,6,2016/9/22,2016/9/22 7:08,5087185,http://invest.ppdai.com/loan/info?id=20500921,71
20500923,pdu0062485077,1000,20,6,pdu3458360428,50,C,5,2016/9/22,2016/9/22 7:09,5087154,http://invest.ppdai.com/loan/info?id=20500923,10
20500923,pdu0062485077,1000,20,6,shuchong,50,C,5,2016/9/22,2016/9/22 7:08,5087157,http://invest.ppdai.com/loan/info?id=20500923,10
20500926,pdu7440580466,20000,13,18,pdu68877438,134,AA,2,2016/9/22,2016/9/22 11:19,999077,http://invest.ppdai.com/loan/info?id=20500926,35
20500926,pdu7440580466,20000,13,18,yilan0125,616,AA,2,2016/9/22,2016/9/22 11:18,5087138,http://invest.ppdai.com/loan/info?id=20500926,35
20500992,pdu5782634800,4000,22,12,azyy,20,D,6,2016/9/22,2016/9/22 7:08,5087106,http://invest.ppdai.com/loan/info?id=20500992,28
20500992,pdu5782634800,4000,22,12,pdu02767668,50,D,6,2016/9/22,2016/9/22 7:08,5087097,http://invest.ppdai.com/loan/info?id=20500992,28
20500992,pdu5782634800,4000,22,12,pdu08767418,50,D,6,2016/9/22,2016/9/22 7:08,5087105,http://invest.ppdai.com/loan/info?id=20500992,28
20500992,pdu5782634800,4000,22,12,Rainbow12mu132,600,D,6,2016/9/22,2016/9/22 7:10,5087091,http://invest.ppdai.com/loan/info?id=20500992,28
20501010,pdu8121441680,550,18,12,yycyan,13,B,4,2016/9/22,2016/9/22 6:36,998993,http://invest.ppdai.com/loan/info?id=20501010,10
20501012,pdu0661024640,9000,20,6,pdu3216577821,60,C,5,2016/9/22,2016/9/22 6:02,5087071,http://invest.ppdai.com/loan/info?id=20501012,113
20501012,pdu0661024640,9000,20,6,pdu53552316,51,C,5,2016/9/22,2016/9/22 6:02,5087042,http://invest.ppdai.com/loan/info?id=20501012,113
20501012,pdu0661024640,9000,20,6,pdu8458707720,50,C,5,2016/9/22,2016/9/22 6:02,5087058,http://invest.ppdai.com/loan/info?id=20501012,113
20501015,pdu6846273430,2134,32,6,Caifu_Product_TD,1645,E,7,2016/9/22,2016/9/22 6:10,5086968,http://invest.ppdai.com/loan/info?id=20501015,4
20501049,pdu8408625538,700,12,12,pdu58234553,30,AA,2,2016/9/22,2016/9/22 6:31,5086895,http://invest.ppdai.com/loan/info?id=20501049,6
20501057,pdu2782734172,2516,32,6,Rainbow12mu070,274,E,7,2016/9/22,2016/9/22 6:10,5086884,http://invest.ppdai.com/loan/info?id=20501057,15
20501081,pdu0122557317,2326,20,12,pdu86364118,53,C,5,2016/9/22,2016/9/22 6:07,5086874,http://invest.ppdai.com/loan/info?id=20501081,38
20501102,pdu6111801210,4296,20,12,pdu6817873616,80,C,5,2016/9/22,2016/9/22 7:09,5086838,http://invest.ppdai.com/loan/info?id=20501102,16
20501102,pdu6111801210,4296,20,12,Rainbow12mu123,179,C,5,2016/9/22,2016/9/22 7:11,5086828,http://invest.ppdai.com/loan/info?id=20501102,16
20501119,pdu6777624556,5500,22,12,kevin2006,100,D,6,2016/9/22,2016/9/22 7:08,5086788,http://invest.ppdai.com/loan/info?id=20501119,38
20501119,pdu6777624556,5500,22,12,pdu3175851475,305,D,6,2016/9/22,2016/9/22 7:03,5086798,http://invest.ppdai.com/loan/info?id=20501119,38
20501119,pdu6777624556,5500,22,12,pdu3456807605,100,D,6,2016/9/22,2016/9/22 7:01,5086800,http://invest.ppdai.com/loan/info?id=20501119,38
20501119,pdu6777624556,5500,22,12,pdu44808673,50,D,6,2016/9/22,2016/9/22 7:08,5086791,http://invest.ppdai.com/loan/info?id=20501119,38
20501147,pdu5786544366,700,20,6,pdu0685016045,150,C,5,2016/9/22,2016/9/22 7:05,5086753,http://invest.ppdai.com/loan/info?id=20501147,6
20501157,davidliln,4330,20,6,pdu2061610016,200,C,5,2016/9/22,2016/9/22 6:21,5086719,http://invest.ppdai.com/loan/info?id=20501157,35
20501157,davidliln,4330,20,6,pdu2675653836,50,C,5,2016/9/22,2016/9/22 6:18,5086731,http://invest.ppdai.com/loan/info?id=20501157,35
20501157,davidliln,4330,20,6,pdu5070040510,100,C,5,2016/9/22,2016/9/22 6:22,5086717,http://invest.ppdai.com/loan/info?id=20501157,35
20501182,rong5862467,2697,20,6,pdu04004648,70,C,5,2016/9/22,2016/9/22 6:21,5086667,http://invest.ppdai.com/loan/info?id=20501182,24
20501182,rong5862467,2697,20,6,pdu22621124,50,C,5,2016/9/22,2016/9/22 6:20,5086668,http://invest.ppdai.com/loan/info?id=20501182,24
20501186,pdu5208636451,10000,7,1,pdu1060414753,102,AAA,1,2016/9/22,2016/9/22 7:17,5086638,http://invest.ppdai.com/loan/info?id=20501186,31
20501200,pdu1550828064,2411,26,12,zrainbow022,65,E,7,2016/9/22,2016/9/22 6:20,5086599,http://invest.ppdai.com/loan/info?id=20501200,18
20501206,pdu0044433725,2000,22,12,pdu5865401352,50,D,6,2016/9/23,2016/9/23 10:10,5086585,http://invest.ppdai.com/loan/info?id=20501206,10
20501212,pdu1282746041,2732,20,12,zrainbow006,406,C,5,2016/9/22,2016/9/22 6:30,998791,http://invest.ppdai.com/loan/info?id=20501212,12
20501212,pdu1282746041,2732,20,12,zrainbow009,352,C,5,2016/9/22,2016/9/22 6:30,5086571,http://invest.ppdai.com/loan/info?id=20501212,12
20501216,pdu3886567635,5000,22,12,pdu0102817468,50,D,6,2016/9/22,2016/9/22 7:36,5086557,http://invest.ppdai.com/loan/info?id=20501216,44
20501216,pdu3886567635,5000,22,12,pdu0741827346,20,D,6,2016/9/22,2016/9/22 7:36,5086564,http://invest.ppdai.com/loan/info?id=20501216,44
20501216,pdu3886567635,5000,22,12,pdu3165833372,20,D,6,2016/9/22,2016/9/22 7:36,5086542,http://invest.ppdai.com/loan/info?id=20501216,44
20501216,pdu3886567635,5000,22,12,pdu88283638,195,D,6,2016/9/22,2016/9/22 7:36,5086567,http://invest.ppdai.com/loan/info?id=20501216,44
20501216,pdu3886567635,5000,22,12,Rainbow12mu162,52,D,6,2016/9/22,2016/9/22 7:40,5086534,http://invest.ppdai.com/loan/info?id=20501216,44
20501227,miaomiaoshusheg,2975,20,6,paihqzcb,500,C,5,2016/9/22,2016/9/22 6:20,5086480,http://invest.ppdai.com/loan/info?id=20501227,38
20501230,pdu4864857007,2800,22,12,pdu8573818247,200,D,6,2016/9/22,2016/9/22 7:04,5086467,http://invest.ppdai.com/loan/info?id=20501230,20
20501256,pdu8388402126,1300,12,12,dryyzhu,50,AA,2,2016/9/25,2016/9/25 9:03,5086433,http://invest.ppdai.com/loan/info?id=20501256,17
20501265,wangjingliang,3068,20,6,pdu10333054,60,C,5,2016/9/22,2016/9/22 6:29,5086400,http://invest.ppdai.com/loan/info?id=20501265,34
20501265,wangjingliang,3068,20,6,pdu5347211751,100,C,5,2016/9/22,2016/9/22 6:24,5086415,http://invest.ppdai.com/loan/info?id=20501265,34
20501265,wangjingliang,3068,20,6,pdu6613420256,50,C,5,2016/9/22,2016/9/22 6:29,5086397,http://invest.ppdai.com/loan/info?id=20501265,34
20501328,pdu3622330168,4000,18,12,zhizhuo13,100,B,4,2016/9/22,2016/9/22 7:01,5086365,http://invest.ppdai.com/loan/info?id=20501328,48
20501330,pdu4474314560,3104,7,1,pdu2071135638,302,AAA,1,2016/9/22,2016/9/22 6:48,5086343,http://invest.ppdai.com/loan/info?id=20501330,20
20501365,pdu14517061,4900,20,12,pdu27216202,57,C,5,2016/9/22,2016/9/22 7:04,5086271,http://invest.ppdai.com/loan/info?id=20501365,55
20501365,pdu14517061,4900,20,12,pdu3030062548,57,C,5,2016/9/22,2016/9/22 7:04,5086272,http://invest.ppdai.com/loan/info?id=20501365,55
20501365,pdu14517061,4900,20,12,pdu57163326,57,C,5,2016/9/22,2016/9/22 7:04,5086276,http://invest.ppdai.com/loan/info?id=20501365,55
20501383,wdah5,1176,22,12,pdu53565183,50,D,6,2016/9/22,2016/9/22 7:08,5086251,http://invest.ppdai.com/loan/info?id=20501383,11
20501383,wdah5,1176,22,12,wanghli,50,D,6,2016/9/22,2016/9/22 7:08,5086253,http://invest.ppdai.com/loan/info?id=20501383,11
20501386,pdu47681024,3638,20,11,Rainbow12mu060,11,C,5,2016/9/22,2016/9/22 6:30,5086225,http://invest.ppdai.com/loan/info?id=20501386,28
20501398,pdu1603311702,3347,12,12,longyunzaixian,100,AA,2,2016/9/22,2016/9/22 6:29,5086176,http://invest.ppdai.com/loan/info?id=20501398,25
20501398,pdu1603311702,3347,12,12,pdu70813686,101,AA,2,2016/9/22,2016/9/22 6:25,5086195,http://invest.ppdai.com/loan/info?id=20501398,25
20501402,pdu5873675012,571,12,12,guocanhui3366,100,AA,2,2016/9/22,2016/9/22 7:32,5086173,http://invest.ppdai.com/loan/info?id=20501402,7
20501423,czjx,4805,22,12,pdu18418626,103,D,6,2016/9/22,2016/9/22 7:06,5086135,http://invest.ppdai.com/loan/info?id=20501423,35
20501423,czjx,4805,22,12,pdu8285730357,103,D,6,2016/9/22,2016/9/22 7:05,5086155,http://invest.ppdai.com/loan/info?id=20501423,35
20501425,pdu0382722323,1500,35.989,0.933,ccdwbm,1500,D,6,2016/9/22,2016/9/22 7:31,998578,http://invest.ppdai.com/loan/info?id=20501425,1
20501444,pdu57007163,4000,20,12,dingctai,50,C,5,2016/9/22,2016/9/22 6:27,5086078,http://invest.ppdai.com/loan/info?id=20501444,62
20501444,pdu57007163,4000,20,12,pdu0141636073,51,C,5,2016/9/22,2016/9/22 6:28,998559,http://invest.ppdai.com/loan/info?id=20501444,62
20501444,pdu57007163,4000,20,12,pdu5564263737,50,C,5,2016/9/22,2016/9/22 6:27,5086088,http://invest.ppdai.com/loan/info?id=20501444,62
20501471,pdu73602178,3000,20,6,pdu3004703640,50,C,5,2016/9/22,2016/9/22 7:33,5086054,http://invest.ppdai.com/loan/info?id=20501471,30
20501471,pdu73602178,3000,20,6,pdu3223047004,50,C,5,2016/9/22,2016/9/22 7:30,5086060,http://invest.ppdai.com/loan/info?id=20501471,30
20501488,pdu1074120288,2957,20,6,pdu2245007682,268,C,5,2016/9/22,2016/9/22 6:43,5085984,http://invest.ppdai.com/loan/info?id=20501488,34
20501490,pdu1630472053,715,22,12,WJB19882012,50,D,6,2016/9/22,2016/9/22 7:36,5085963,http://invest.ppdai.com/loan/info?id=20501490,10
20501490,pdu1630472053,715,22,12,wzm199,50,D,6,2016/9/22,2016/9/22 7:35,5085967,http://invest.ppdai.com/loan/info?id=20501490,10
20501522,pdu8650444003,3000,22,12,pdu5585380060,92,D,6,2016/9/22,2016/9/22 7:39,5085925,http://invest.ppdai.com/loan/info?id=20501522,39
20501522,pdu8650444003,3000,22,12,pdu74315036,103,D,6,2016/9/22,2016/9/22 7:38,5085944,http://invest.ppdai.com/loan/info?id=20501522,39
20501525,pdu73587863,8172,20,12,Rainbow12mu114,600,C,5,2016/9/22,2016/9/22 7:11,5085911,http://invest.ppdai.com/loan/info?id=20501525,29
20501525,pdu73587863,8172,20,12,yangyuanfang,50,C,5,2016/9/22,2016/9/22 7:00,5085917,http://invest.ppdai.com/loan/info?id=20501525,29
20501528,guyulan3l001,10000,7.38,3,tq11kma,20,AAA,1,2016/9/28,2016/9/28 6:15,5085867,http://invest.ppdai.com/loan/info?id=20501528,36
20501530,pdu2716475685,1500,10.5,3,pdu0650114481,50,AA,2,2016/9/22,2016/9/22 7:01,5085846,http://invest.ppdai.com/loan/info?id=20501530,19
20501533,pdu2876420312,3200,26,12,zrainbow064,600,E,7,2016/9/29,2016/9/29 16:30,5085836,http://invest.ppdai.com/loan/info?id=20501533,6
20501544,pdu3800671270,700,10.5,3,pdu03102664,347,AA,2,2016/9/22,2016/9/22 7:31,998459,http://invest.ppdai.com/loan/info?id=20501544,1
20501552,pdu3665478212,6553,20,12,Rainbow12mu113,600,C,5,2016/9/22,2016/9/22 7:11,5085773,http://invest.ppdai.com/loan/info?id=20501552,14
20501552,pdu3665478212,6553,20,12,Rainbow12mu114,600,C,5,2016/9/22,2016/9/22 7:11,5085774,http://invest.ppdai.com/loan/info?id=20501552,14
20501555,pdu57232810,4901,20,12,Rainbow12mu109,108,C,5,2016/9/22,2016/9/22 6:40,5085759,http://invest.ppdai.com/loan/info?id=20501555,30
20501557,pdu85347802,1982,22,12,pdu04721507,50,D,6,2016/9/22,2016/9/22 7:39,5085721,http://invest.ppdai.com/loan/info?id=20501557,18
20501563,pdu6341256533,7000,20,9,paihqzcb,500,C,5,2016/9/22,2016/9/22 13:52,5085705,http://invest.ppdai.com/loan/info?id=20501563,18
20501563,pdu6341256533,7000,20,9,paihqzcb,500,C,5,2016/9/22,2016/9/22 14:12,5085699,http://invest.ppdai.com/loan/info?id=20501563,18
20501563,pdu6341256533,7000,20,9,pdu0242323432,100,C,5,2016/9/22,2016/9/22 14:36,5085692,http://invest.ppdai.com/loan/info?id=20501563,18
20501568,pdu1447713543,4891,20,11,pdu8116035244,50,D,6,2016/9/22,2016/9/22 6:46,5085671,http://invest.ppdai.com/loan/info?id=20501568,24
20501568,pdu1447713543,4891,20,11,Rainbow12mu115,600,D,6,2016/9/22,2016/9/22 6:50,5085667,http://invest.ppdai.com/loan/info?id=20501568,24
20501574,pdu6784745527,3000,20,6,Caifu_Product_TD,2750,C,5,2016/9/22,2016/9/22 7:40,998429,http://invest.ppdai.com/loan/info?id=20501574,5
20501586,pdu5448151103,2528,20,7,pdu11537337,100,C,5,2016/9/22,2016/9/22 6:45,5085651,http://invest.ppdai.com/loan/info?id=20501586,18
20501592,pdu8224745548,7600,32,6,zrainbow020,30,E,7,2016/9/22,2016/9/22 6:40,5085627,http://invest.ppdai.com/loan/info?id=20501592,26
20501600,pdu3325616880,850,18,12,pea008,50,B,4,2016/9/22,2016/9/22 7:33,5085599,http://invest.ppdai.com/loan/info?id=20501600,4
20501602,pdu4682774338,2600,20,12,alexisxu,50,B,4,2016/9/22,2016/9/22 6:35,5085578,http://invest.ppdai.com/loan/info?id=20501602,27
20501602,pdu4682774338,2600,20,12,pdu0141718251,50,B,4,2016/9/22,2016/9/22 6:35,5085577,http://invest.ppdai.com/loan/info?id=20501602,27
20501607,pdu0073647662,6900,20,12,bampapa,100,C,5,2016/9/22,2016/9/22 6:35,5085511,http://invest.ppdai.com/loan/info?id=20501607,88
20501607,pdu0073647662,6900,20,12,huifengqq,50,C,5,2016/9/22,2016/9/22 6:35,5085496,http://invest.ppdai.com/loan/info?id=20501607,88
